Latitude,Longitude
-37.8186350243355,144.958789864602
-37.812290643778,144.958794455013
-37.8140312860379,144.958855309459
-37.8155066440061,144.958866911814
-37.8174511155216,144.958871106575
-37.8120763584978,144.958906866027
-37.8153749826153,144.958962973253
-37.8153610890282,144.958965024708
-37.8111591379677,144.959007975604
-37.8110619195992,144.959034046991
-37.8130868001094,144.959043835993
-37.817758214398,144.959058336482
-37.8119793319685,144.959062181108
-37.8133143744886,144.959087226217
-37.814824196297,144.959092171068
-37.8174375277731,144.95917455561
-37.8140560148629,144.959190205835
-37.8137849091096,144.959213932075
-37.812862664699,144.959231650668
-37.8143643997093,144.959273393305
-37.8145238695335,144.959276883563
-37.8111422800709,144.959345598577
-37.8135371915505,144.95934738232
-37.8172930573304,144.959381494705
-37.8131428698416,144.959389421939
-37.8146141257657,144.959404360684
-37.8116177257684,144.959430523576
-37.8168984090517,144.959452214311
-37.8149042321436,144.959467852506
-37.8111552854738,144.959477385156
-37.8160927182354,144.959514651457
-37.8125010739575,144.959521451337
-37.8111131268782,144.959536328765
-37.8125822003216,144.959537493989
-37.8116982550485,144.959574904075
-37.8167531010712,144.959616829367
-37.8128139702455,144.959642327855
-37.8141509416419,144.959651780321
-37.8171496937198,144.959669853831
-37.8141867239437,144.959676918361
-37.8123288750254,144.959686071825
-37.8136359676414,144.959774766055
-37.8174026659387,144.959785574595
-37.813241163753,144.95980598306
-37.8111580051124,144.959852881134
-37.8167205371627,144.959855940494
-37.8174765650102,144.959878396591
-37.8118728706416,144.959906449003
-37.8183754308127,144.959944530009
-37.8134709224606,144.959947772198
-37.8166,144.96
-37.8135,144.96
-37.8169193400569,144.960025743411
-37.8176909757847,144.960120224332
-37.8155179556207,144.960138015708
-37.8112536731396,144.960167127788
-37.8124504811889,144.960225440744
-37.8135048707813,144.96024834129
-37.8178448366835,144.960306648739
-37.8114542881065,144.960335424018
-37.8155260102503,144.960440370295
-37.8128764959197,144.960462542108
-37.8155033029946,144.960470667026
-37.811359069893,144.960532818031
-37.8133803443977,144.960537220294
-37.8166847673777,144.960552809969
-37.8114056359912,144.960567016924
-37.8149037202915,144.960602513367
-37.8140399457538,144.960639913728
-37.813172728398,144.960658483766
-37.8161718629816,144.9607627897
-37.8131942915436,144.960816984945
-37.8149026366538,144.960824482184
-37.8187820343836,144.960836289781
-37.8125015850762,144.960859501113
-37.8149297343079,144.960900076932
-37.8120804784318,144.960997913671
-37.8121,144.961
-37.8119808957091,144.961011885544
-37.8150164692111,144.961033078234
-37.8120254343449,144.961053246118
-37.8140322205176,144.961095159682
-37.8141095368477,144.961102726992
-37.8129947572357,144.961110010146
-37.8163767594431,144.96114032446
-37.8173743099831,144.961233851672
-37.8143229265935,144.961249066042
-37.8168766340724,144.961274365412
-37.8146112258269,144.961286702011
-37.8122744710558,144.961294775541
-37.810298042663,144.961332233677
-37.8112599723541,144.961341328782
-37.8135234034114,144.961352995311
-37.8172529889697,144.961354951205
-37.8102710922643,144.961485621364
-37.8133345285698,144.961487473648
-37.8169267671478,144.961488048227
-37.8133416843991,144.961677255683
-37.8123653734869,144.961727348848
-37.814390864316,144.961743932155
-37.8107718558347,144.961767239154
-37.8129645615434,144.961832496643
-37.8144272895066,144.961860206088
-37.8153184106338,144.961863418765
-37.8132732310155,144.961867255768
-37.8125475111088,144.961893249016
-37.818959325478,144.961912794376
-37.8108212889387,144.96191451032
-37.8144301294692,144.961954073913
-37.8166236917747,144.961993260887
-37.8181,144.962
-37.8166,144.962
-37.8122,144.962
-37.811,144.962
-37.8107011031461,144.96200611578
-37.8148191444423,144.962009028521
-37.8161179405134,144.962037079121
-37.8182278090232,144.962049705727
-37.8131174285766,144.962095604291
-37.8171669130339,144.962135065194
-37.8137570572554,144.962141875798
-37.8160148328496,144.962187200385
-37.816631674814,144.96223902576
-37.8118110949587,144.962300090519
-37.8180592620342,144.962314521225
-37.8135430574762,144.962324468474
-37.8142651832367,144.962325292824
-37.8135244667305,144.962328095221
-37.8110324550352,144.962352369305
-37.8177850521589,144.96235285345
-37.8133002562291,144.962383316373
-37.8158671962074,144.962385573665
-37.8166496110395,144.962438246785
-37.8104576845633,144.96252958385
-37.8114331195843,144.962552705427
-37.8142217635333,144.962589700208
-37.8163287306177,144.96259080445
-37.8128048227124,144.962617717901
-37.8165693086434,144.962634988592
-37.8177255516903,144.962654028201
-37.8108515567767,144.962694520398
-37.8146407994787,144.962696511182
-37.8133289923732,144.962720422984
-37.8117127519057,144.962812644178
-37.8147202568165,144.96281373901
-37.8178660849397,144.962820161381
-37.8182016487519,144.962822754892
-37.8168224478725,144.962855584281
-37.8127162272906,144.96291528724
-37.8164592259962,144.962977662298
-37.8120817994585,144.962989391731
-37.8154,144.963
-37.815,144.963
-37.8149,144.963
-37.8148,144.963
-37.8141,144.963
-37.8136,144.963
-37.8103548907992,144.963005460075
-37.8180349068097,144.963036813928
-37.8174082987918,144.963038907686
-37.8127576118016,144.963174278419
-37.8154671596067,144.96319178364
-37.8153489337747,144.963193459916
-37.8152,144.9632
-37.8152455618258,144.963227094335
-37.8158062221467,144.963227147523
-37.8136805403737,144.963237512484
-37.8130603657559,144.963240124703
-37.8153791729772,144.963279249824
-37.8152576832682,144.963286730555
-37.8178269682472,144.963299180083
-37.814,144.9633
-37.812815163594,144.963311522786
-37.8125737773767,144.963315754215
-37.8135188836971,144.963340139294
-37.813411726044,144.963344804382
-37.8136605286412,144.963382795848
-37.8183899994551,144.963436831732
-37.8105888407031,144.963439545937
-37.8155770405011,144.963441284695
-37.810993051579,144.963443831746
-37.8103077236426,144.963451936497
-37.8124388971855,144.96346280181
-37.8134474337529,144.963467225242
-37.8144094746154,144.963481891385
-37.8124500924369,144.963483880141
-37.817038524149,144.963590471406
-37.8134569916182,144.963620268806
-37.8136738227264,144.963660332782
-37.8108092045288,144.96366434986
-37.8098273349696,144.963674087988
-37.817553238482,144.963679398945
-37.8171782189448,144.963765723857
-37.8104965846746,144.963775586139
-37.8162803949705,144.963788717015
-37.8133137596995,144.963791611078
-37.8156186213844,144.963796080772
-37.813693861788,144.963819037058
-37.8149570166541,144.963820968304
-37.8136100860868,144.963824071693
-37.8127175021034,144.963863079228
-37.8149982901506,144.963899670471
-37.8182509127262,144.963995181366
-37.8152,144.964
-37.8101,144.964
-37.8140790615496,144.964100219774
-37.8152864302384,144.964134137074
-37.8146316154291,144.964134173619
-37.8133284245321,144.964181506942
-37.8118684815426,144.96419403063
-37.814414336086,144.964203029031
-37.8144372938921,144.964244423512
-37.8176527746259,144.964248190369
-37.8170651252473,144.964250596756
-37.8103459642814,144.964253588681
-37.8132054777891,144.964274568895
-37.8165571639835,144.964342749964
-37.8100104668763,144.964353591306
-37.8122206981045,144.964373709659
-37.8114262215626,144.964374618057
-37.8108587569626,144.964400325575
-37.8132491647658,144.964401864514
-37.8158832075872,144.964582573378
-37.8173839423122,144.96460424773
-37.8107302450123,144.964649525721
-37.8098056860871,144.96466407516
-37.8130426783226,144.964714620757
-37.8096950062234,144.964743966828
-37.8096809972524,144.964900806577
-37.8103345713705,144.964919094448
-37.8158749825917,144.964943041989
-37.8113424729663,144.964958313414
-37.8172,144.965
-37.8159,144.965
-37.812977990004,144.965003861893
-37.8168679257356,144.965042095424
-37.8109937479419,144.965044945643
-37.8124695915925,144.965174730736
-37.8119764503939,144.965190719476
-37.8124978361763,144.965191265114
-37.81127463889,144.965221095851
-37.816008945272,144.965224036366
-37.8152866438356,144.965238288099
-37.8133662900009,144.965267571284
-37.8097542508656,144.965308939212
-37.8176028477143,144.96534032696
-37.8162421381112,144.965407826221
-37.8130195933093,144.965414020132
-37.8106378797239,144.965417873073
-37.8176686625336,144.965418352567
-37.8174719446962,144.965423842103
-37.8119479339526,144.965530213529
-37.8150262679562,144.965544046578
-37.8120611658746,144.96556748311
-37.8141912650908,144.965570930273
-37.8111564040275,144.965580851824
-37.8102284139823,144.965625273269
-37.8135963936606,144.965662036669
-37.8134233577484,144.965687092585
-37.8140662507628,144.965739235787
-37.8170427096347,144.96574598038
-37.8168525585649,144.965831332808
-37.8105327801537,144.9658440693
-37.8115407585038,144.965856735482
-37.8134044015188,144.965885419071
-37.8127123378691,144.965897063785
-37.8116596607772,144.965908527853
-37.8118168607356,144.965957691048
-37.8168,144.966
-37.8158,144.966
-37.8138495588011,144.966011660557
-37.8123234311787,144.966086859952
-37.8136428181305,144.966114202242
-37.8158888812942,144.966132953273
-37.8106196747047,144.966153227787
-37.8143447794488,144.966172315608
-37.8127898418058,144.966179785066
-37.8110370956992,144.966184311265
-37.8159044206216,144.966197184863
-37.8138566440768,144.966200047655
-37.8148345125808,144.966233336552
-37.8135484602255,144.966322168233
-37.8153868857269,144.966327666466
-37.8121060244794,144.966353251852
-37.810276793723,144.966390976568
-37.8115827739624,144.966509873299
-37.8131742443296,144.96652507099
-37.8142892036463,144.966535344915
-37.8118278576819,144.966541895662
-37.8097648002916,144.966550913624
-37.8172431803377,144.96662461478
-37.8171002892174,144.966641651019
-37.8117830196559,144.966711478385
-37.8105929819964,144.96671898244
-37.8119359243579,144.966740208031
-37.8141276619438,144.966744762683
-37.813570422776,144.966756926506
-37.8155114222501,144.966759193197
-37.810257962587,144.966799872169
-37.8102156964284,144.966803259087
-37.8166858710563,144.966859308398
-37.8131080101838,144.966872513038
-37.8168254996419,144.966890249727
-37.8145349868698,144.966903141809
-37.811482846315,144.966938511432
-37.8152285407462,144.96694042272
-37.815443082752,144.967019414534
-37.8125209150775,144.96702535984
-37.8123551747296,144.967034746562
-37.8152563143256,144.967069914462
-37.8112997512121,144.967082618645
-37.8128240233006,144.967087005093
-37.8154785810466,144.967115694671
-37.8146387170825,144.96712122204
-37.8172826388267,144.967134363232
-37.8127476237365,144.967146441367
-37.81386380787,144.967153203994
-37.8146355278403,144.967164369367
-37.8155488353538,144.967167068787
-37.814297933811,144.967193963653
-37.8136643614326,144.967196873796
-37.8135317606216,144.967208177803
-37.8112285048373,144.967228540452
-37.8151190522889,144.967231977371
-37.8149121923006,144.967245344379
-37.8160421244784,144.967263335667
-37.8102261499351,144.967263855498
-37.8141253764397,144.967294005856
-37.8112162712923,144.967488596404
-37.816928107117,144.967489689791
-37.8114362023939,144.967497908981
-37.814836775495,144.967583132173
-37.8167293976016,144.96758417627
-37.8127458835962,144.96763026496
-37.8109053900843,144.967638403379
-37.8167448304315,144.967652957076
-37.8138785970797,144.967713621628
-37.8106979045889,144.967733084705
-37.8152249573734,144.96778878141
-37.8169173414607,144.967790048539
-37.8101917404758,144.967801294899
-37.8131180227905,144.967808273539
-37.8163686533656,144.967822028878
-37.8138374940131,144.967860051648
-37.8170281480469,144.967901735588
-37.8143775011122,144.967958645687
-37.8127,144.968
-37.809934354219,144.968031702893
-37.8154792863757,144.9680331231
-37.8099021274707,144.968100993039
-37.8096390583809,144.968124224815
-37.8119905915966,144.968145516241
-37.8125897777046,144.968146246344
-37.8171463499836,144.968146953612
-37.8131368642427,144.968160358438
-37.8098786627274,144.968184363171
-37.8148534242481,144.968247000647
-37.8158788738105,144.968249782378
-37.8160108741753,144.968255562835
-37.8115563801962,144.968267308982
-37.8112534456831,144.968321912252
-37.8120543658713,144.968347845545
-37.8168152759192,144.96842798058
-37.8137019576393,144.968448069307
-37.8150456933785,144.968481796128
-37.8154885691913,144.968487145334
-37.8115419854738,144.968525293821
-37.8152871071188,144.96859515257
-37.8154023315197,144.968621130847
-37.8119901007494,144.968646007725
-37.8142173271791,144.968686201578
-37.809991028363,144.968686708358
-37.8112714188371,144.968715252352
-37.8117506228731,144.968751173621
-37.8110893957514,144.968762183167
-37.8100692202089,144.9687686501
-37.8098603013098,144.968777847726
-37.8117710858626,144.968788376491
-37.8148044877164,144.968821858638
-37.8104382610808,144.96885786203
-37.8121653749137,144.968898747591
-37.8103537517504,144.968907275496
-37.8156359389461,144.968918857027
-37.810758906385,144.968920671588
-37.8128557861793,144.968929942903
-37.8162900376298,144.968981797613
-37.8133846380036,144.968997942757
-37.8167990980326,144.969012856055
-37.8141310964088,144.969106352269
-37.8125510113016,144.969121215608
-37.8103901077982,144.969126597597
-37.8115229661373,144.969164696714
-37.8164241446337,144.969174541381
-37.8164076511511,144.969341795683
-37.8104660753019,144.969455948182
-37.81137595014,144.969467062138
-37.8135444274231,144.969476544348
-37.811359669888,144.969488868308
-37.8166757482389,144.969496938798
-37.8158245928709,144.969547160965
-37.8154413023889,144.969563017602
-37.8131092389947,144.969606262498
-37.8144782019799,144.969609762005
-37.8112455092455,144.969658605077
-37.81444765166,144.969816044375
-37.8104897687083,144.969832468856
-37.816716498626,144.969861056976
-37.8145467629932,144.969936074565
-37.8162416270791,144.969952029207
-37.8107,144.97
-37.8126904796427,144.970019280569
-37.8101723949071,144.970031281804
-37.81355538862,144.97008406148
-37.8137838282025,144.970125822585
-37.8115376377135,144.970141821519
-37.8158281183461,144.970149145202
-37.8148189713659,144.970164284886
-37.8162304107199,144.970218750441
-37.8161752098982,144.970221759603
-37.8123948055382,144.970247240927
-37.8149083072221,144.970276602127
